Cod Art,Cod Unico Art,Desc Art,Desc Marca Art,Desc Familia Art,Cod Barra Art
208661,R-00208661,CAF ELEC BVSTDC4401 054,OSTER,CAFETERAS (ELECTRIC),034264441019
208657,R-00208657,TCL D45 DUAL AZUL LIB,TCL,CELULARES LIBRES,7796941035159
208657,R-00208657,TCL D45 DUAL AZUL LIB,TCL,CELULARES LIBRES,7796941035159;
208656,R-00208656,TCL D45 DUAL BLANCO LIB,TCL,CELULARES LIBRES,7796941035142
208656,R-00208656,TCL D45 DUAL BLANCO LIB,TCL,CELULARES LIBRES,7796941035142
208638,R-00208638,ASP-LA991 DUO 1200W MOD,LILIANA,ASPIRADORAS,7793862007029;
208627,R-00208627,C.DIG X600 BLACK,GENERAL ELECTRIC,CAMARAS DIGITALES,846951004038;
208598,R-00208598,AURICULAR HP8715 FLUO NEG,STROMBERG CARLSON,AURICULARES,7797026922074;
208598,R-00208598,AURICULAR HP8715 FLUO NEG,STROMBERG CARLSON,AURICULARES,7797026922074;
208540,R-00208540,FOLDING PHONE HOLDER FUCS,BOBINO,CARGADORES CELULARES,8718182450934
208539,R-00208539,FOLDING PHONE HOLDER TURQ,BOBINO,CARGADORES CELULARES,8718182450927
208538,R-00208538,FOLDING PHONE HOLDER LIME,BOBINO,CARGADORES CELULARES,8718182450910
208537,R-00208537,FOLDING PHONE HOLDER RED,BOBINO,CARGADORES CELULARES,8718182450903
208536,R-00208536,FOLDING PHONE HOLDER WH,BOBINO,CARGADORES CELULARES,8718182450897
208535,R-00208535,FOLDING PHONE HOLDER BK,BOBINO,CARGADORES CELULARES,8718182450880
208528,R-00208528,CORD WRAP SMALL FUCSIA,BOBINO,AURICULARES,8718182450057;
208528,R-00208528,CORD WRAP SMALL FUCSIA,BOBINO,AURICULARES IPOINT,8718182450057
208527,R-00208527,CORD WRAP SMALL TURQ,BOBINO,AURICULARES,8718182450040;
208527,R-00208527,CORD WRAP SMALL TURQUESA,BOBINO,AURICULARES IPOINT,8718182450040
208526,R-00208526,CORD WRAP SMALL GREEN,BOBINO,AURICULARES IPOINT,8718182450033;
208526,R-00208526,CORD WRAP SMALL LIME,BOBINO,AURICULARES,8718182450033;
208525,R-00208525,CORD WRAP SMALL RED,BOBINO,AURICULARES,8718182450026;
208525,R-00208525,CORD WRAP SMALL RED,BOBINO,AURICULARES IPOINT,8718182450026;
208524,R-00208524,CORD WRAP SMALL WHITE,BOBINO,AURICULARES,8718182450019;
208524,R-00208524,CORD WRAP SMALL WHITE,BOBINO,AURICULARES IPOINT,8718182450019;
208523,R-00208523,CORD WRAP SMALL BLACK,BOBINO,AURICULARES,8718182450002;
208523,R-00208523,CORD WRAP SMALL BLACK,BOBINO,AURICULARES IPOINT,8718182450002;
208522,R-00208522,CARG PORT IPH046 5000MAH,TAGWOOD,CARGADORES CELULARES,7798141767212
208522,R-00208522,CARG PORT IPH046 5000MAH,TAGWOOD,CARGADORES CELULARES,7798141767212;
208521,R-00208521,CARG PORT IPH045 2500MAH,TAGWOOD,CARGADORES CELULARES,7798141767205
208521,R-00208521,CARG PORT IPH045 2500MAH,TAGWOOD,CARGADORES CELULARES,7798141767205
208490,R-00208490,AIO C260 57327843,LENOVO,ALL IN ONE,0888772025557
208490,R-00208490,AIO C260 57327843,LENOVO,ALL IN ONE,0888772025557
208488,R-00208488,AA.S    3050FC 553INQ120,SURREY,ACONDICIONADOR SPLIT,7798001502892
208488,R-00208488,AA.SI  3580FC 553INQ120,SURREY,ACOND.SPLIT,7798001502892
208487,R-00208487,AA.SI  2850FC 553INQ090,SURREY,ACOND.SPLIT,7798001502861
208486,R-00208486,AA.SI 3580WFC 53HMV120MOD,CARRIER,ACOND.SPLIT,7798001502830
208485,R-00208485,AA.SI 2850WFC 53HMV090 MO,CARRIER,ACOND.SPLIT,7798001502823;7798
208481,R-00208481,BGH JOY A2 BCO LIBRE,BGH,CELULARES LIBRES,7796886057148;
208431,R-00208431,POP PHONE RETRO BLACK,NATIVE UNION,AURICULARES IPOINT,4897032100015
208430,R-00208430,POP PHONE RETRO RED,NATIVE UNION,AURICULARES IPOINT,4897032103504
208429,R-00208429,POP PHONE RETRO NEON ORAN,NATIVE UNION,AURICULAR,4897032103641
208428,R-00208428,POP PHONE RETRO BRIT POP,NATIVE UNION,AURICULARES IPOINT,4897032160293
208427,R-00208427,POP PHONE RETRO ORANGE,NATIVE UNION,AURICULARES IPOINT,4897032101180
208426,R-00208426,POP PHONE RETRO BLUE ST,NATIVE UNION,AURICULARES IPOINT,4897032100794
208425,R-00208425,POP PHONE RETRO PINK,NATIVE UNION,AURICULARES IPOINT,4897032103634;
208424,R-00208424,POP PHONE RETRO GREEN,NATIVE UNION,AURICULARES IPOINT,4897032103627
208423,R-00208423,POP PHONE RETRO BUBBLE,NATIVE UNION,AURICULARES IPOINT,4897032104259;
208422,R-00208422,POP PHONE RETRO BLUE,NATIVE UNION,AURICULARES IPOINT,4897032103306
208421,R-00208421,POP PHONE RETRO WHITE,NATIVE UNION,AURICULARES IPOINT,4897032104150
208420,R-00208420,MOV SAM CORE 2 BCO A269,SAMSUNG,CELULARES LIBRES,2946140139287;
208342,R-00208342,"AIO L3-A5385 18.5""",EXO,ALL IN ONE,7797678017579;
208341,R-00208341,"AIO L3-A3245 18.5""",EXO,ALL IN ONE,7797678017555;
208340,R-00208340,"AIO L3-A1025 18.5""",EXO,ALL IN ONE,7797678017517
20834,Sin Codigo Unico,TONNER HP 5SI C3909A,HP,CARTUCHOS,
208332,R-00208332,AA.S    3200WFC SENSA32,FEDDERS,ACOND.SPLIT,0040232838927;0040
208331,R-00208331,AA.S  2600WFC SENSA,FEDDERS,ACOND.SPLIT,0040232838781
208330,R-00208330,SAMS GALAX S4 I9500 ROJ,SAMSUNG,CELULARES LIBRES,7798157572169
208330,R-00208330,SAMS GALAX S4 I9500 ROJ,SAMSUNG,CELULARES LIBRES,7798157572169;
20833,Sin Codigo Unico,TONNER HP 4V-MV C3900A,HP,CARTUCHOS,
208315,R-00208315,MACMINI MGEN2LEA 8G 1TB,APPLE,ALL IN ONE,885909955190
208314,R-00208314,MACMINI MGEM2LE/A 4 500,APPLE,ALL IN ONE,885909954759
208308,R-00208308,AA.P  3500WFC TAC35F3010,FEDDERS,ACOND.PORTATIL,040232838989;00402
20830,Sin Codigo Unico,MOD VPC - E 6 EX,SANYO,CAMARAS DIGITALES,
208294,R-00208294,AA.T  15000FC UV-H608L,LG,ACOND PISO TECHO,7798083389343;7798
208293,R-00208293,AA.T    9000FC UV-H368KL,LG,ACOND PISO TECHO,7798083388773
20829,R-00020829-C,MOD C.DIG VPC-S6,SANYO,CAMARAS DIGITALES,
208286,R-00208286,ASP-BA RA20 1400W MOD,RANSER,ASPIRADORAS,7798105021916;
208280,R-00208280,ASP-BA RA30 1400W MOD,RANSER,ASPIRADORAS,7798105021923;
208279,R-00208279,HUAWEI A2 JOY BCO LIBRE,HUAWEI,CELULARES LIBRES,
208277,R-00208277,HUAWEI Y600 BCO LIBRE,HUAWEI,CELULARES LIBRES,7796886057094
208277,R-00208277,HUAWEI Y600 BCO LIBRE,HUAWEI,CELULARES LIBRES,7796886057094;
208276,R-00208276,HUAWEI Y330 BCO LIBRE,HUAWEI,CELULARES LIBRES,7796886057117
208276,R-00208276,HUAWEI Y330 BCO LIBRE,HUAWEI,CELULARES LIBRES,7796886057117;
208271,R-00208271,AA.S    5000WFC DWT3-5000,DAEWOO,ACOND.SPLIT,7798169440357
208270,R-00208270,AA.S 3200WFC DWT3-3200MOD,DAEWOO,ACOND.SPLIT,7798169440340;
208269,R-00208269,AA.S 3200WFS DWT3-3200MOD,DAEWOO,ACOND.SPLIT,7798169440333;
208268,R-00208268,AA.S    2500WFC DWT3-2500,DAEWOO,ACOND.SPLIT,7798169440326
208267,R-00208267,AA.S    2500WF DWT3-2500F,DAEWOO,ACOND.SPLIT,7798169440319
208232,R-00208232,ALCATEL POP C1 4015A BCO,ALCATEL,CELULARES LIBRES,7796886057490;7796
208228,R-00208228,PER SAM GAL CORE 2 BCO,SAMSUNG,CELULARES LIBRES,2946140139485;
208226,R-00208226,ALCATEL POP C1 4015A NEG,ALCATEL,CELULARES LIBRES,7796886057476;
208216,R-00208216,MOTO G XT1032 CED NEG LIB,MOTOROLA,CELULARES LIBRES,7790894001025
208216,R-00208216,MOTO G XT1032 CED NEG LIB,MOTOROLA,CELULARES LIBRES,7790894001025;
208212,R-00208212,LG L80 D375 NEG LIBRE,LG,CELULARES LIBRES,7790653054606;
208212,R-00208212,LG L80 D375 NEG LIBRE,LG,CELULARES LIBRES,7790653054606;
208211,R-00208211,CART 670 CYAN CZ114AL,HP,CARTUCHOS,886112669997
208211,R-00208211,CART 670 CYAN CZ114AL,HP,CARTUCHOS,886112669997
208210,R-00208210,CART 670 MAGEN CZ115AL,HP,CARTUCHOS,886112670009
208210,R-00208210,CART 670 MAGEN CZ115AL,HP,CARTUCHOS,886112670009
208209,R-00208209,AURI RAZER KRAKEN 7.1,RAZER,AURICULARES,8886419370048;
208175,R-00208175,BAL BAÑO 5008 DIG,SAN-UP,BALANZAS (P/BAÑO),7793647000467
208172,R-00208172,BAL-BAÑO SCG430 MOD,GAMA,BALANZAS (P/BAÑO),8023277105874
208170,R-00208170,AUTOESTER CDX-G1150U/Q,SONY,AUTOSTEREO (C/RADIO),4905524970685
208170,R-00208170,AUTOESTEREO CDX-G1150U/Q,SONY,AUTOSTEREO(C/RADIO),4905524970685
208167,R-00208167,ASP-AS8924E 2000W MOD,ATMA,ASPIRADORAS,7798180580889;
208164,R-00208164,ASP-AC PH22 1600W MOD,PHILCO,ASPIRADORAS,7798105023514;
208145,R-00208145,AURICULAR IPHO15 NEGRO,TAGWOOD,AURICULARES,7798141766727;
208145,R-00208145,AURICULAR IPHO15 NEGRO,TAGWOOD,AURICULARES,7798141766727;
208144,R-00208144,AURICULAR IPHO14R ROJO,TAGWOOD,AURICULARES,7798141766918
208144,R-00208144,AURICULAR IPHO14R ROJO,TAGWOOD,AURICULARES,7798141766918
208143,R-00208143,AURICULAR IPHO14G TURQ,TAGWOOD,AURICULARES,7798141766901
208143,R-00208143,AURICULAR IPHO14G TURQ,TAGWOOD,AURICULARES,7798141766901;
208142,R-00208142,AURICULAR IPHO14W BLANCO,TAGWOOD,AURICULARES,7798141766895
208142,R-00208142,AURICULAR IPHO14W BLANCO,TAGWOOD,AURICULARES,7798141766895
208141,R-00208141,AURICULAR IPHO14B NEGRO,TAGWOOD,AURICULARES,7798141766888
208141,R-00208141,AURICULAR IPHO14B NEGRO,TAGWOOD,AURICULARES,7798141766888
20814,Sin Codigo Unico,MOD C.DIG Z650,KODAK,CAMARAS DIGITALES,
208139,R-00208139,LG L80 D375 BCO LIBRE,LG,CELULARES LIBRES,7790653054613;
208139,R-00208139,LG L80 D375 BCO LIBRE,LG,CELULARES LIBRES,7790653054613;
20813,R-00020813-C,MOD C.DIG V603,KODAK,CAMARAS DIGITALES,
20812,R-00050244-G,CART. C9364WL(98),HP,CARTUCHOS,
20812,Sin Codigo Unico,ASP-CO-10 MOD,COVENTRY,ASPIRADORAS,
20811,Sin Codigo Unico,ASP-CO-V15 MOD,COVENTRY,ASPIRADORAS,
208106,R-00208106,ASP FC8471/51 1700W,PHILIPS,ASPIRADORAS,8710103652984;
208100,R-00208100,MOD X-VIEW CA-1000XS,X-VIEW,AUTOSTEREO (C/RADIO),7798042203215
208094,R-00208094,MOD PIONEER MVH-075UB,PIONEER,AUTOSTEREO (C/RADIO),884938274227;77981
208092,R-00208092,AA.S  4700FC MSNC18H01,MIDEA,ACOND.SPLIT,7797087068575
208091,R-00208091,AA.S  3510WFC MSNC12H MOD,MIDEA,ACOND.SPLIT,7798001502540
208090,R-00208090,AA.S  2650WFC MSNC09H MOD,MIDEA,ACOND.SPLIT,7797087068308
208089,R-00208089,AA.S 6680WFS MSNC22C11MOD,MIDEA,ACOND.SPLIT,7798001502519
208087,R-00208087,AA.S    3000FS MSNC12C01,MIDEA,ACOND.SPLIT,7797087068360;7797
208086,R-00208086,AA.S  2734WFS MSNC09C MOD,MIDEA,ACOND.SPLIT,7797087068261
208085,R-00208085,AA.S    5500FC 553EPQ221,SURREY,ACOND.SPLIT,7798001502489
208084,R-00208084,AA.S  4500FC 553EPQ182,SURREY,ACOND.SPLIT,7798001502458
208083,R-00208083,AA.S  3490WFC 553EPQ1214,SURREY,ACOND.SPLIT,7798001502441;7798
208082,R-00208082,AA.S  2670WFC 553EPQ914,SURREY,ACOND.SPLIT,7798001502397
208079,R-00208079,AA.S    3500WFS 553EPH121,SURREY,ACOND.SPLIT,7798001502304
208078,R-00208078,AA.S  2730WFS 553EPH914,SURREY,ACOND.SPLIT,7798001502298;7798
208074,R-00208074,AIO ONE 530 PNK132145,POSITIVO BGH,ALL IN ONE,7798166641450
208074,R-00208074,AIO ONE 530 PNK132145,POSITIVO BGH,ALL IN ONE,7798166641450
208068,R-00208068,C.DIG SX170 IS,CANON,CAMARAS DIGITALES,013803229042;
208067,R-00208067,C.DIG SX50 HS,CANON,CAMARAS DIGITALES,013803157192;
208067,R-00208067,MOD C.DIG SX50 HS,CANON,CAMARAS DIGITALES,013803157192;
208058,R-00208058,AURI PHILIPS SHE3595BL/00,PHILIPS,AURICULARES,6923410715354;
20792,R-00037942-G,MOD CAM PC 1.3 MP C/MIC,MIJUKI,CAM VIDEOCONFERENCIA,
2079,Sin Codigo Unico,AURICULAR SBC HP410,PHILIPS,AURICULARES,
207853,R-00207853,AA.P 2250WFC PA-PH20 MOD,PHILCO,ACOND.PORTATIL,7798105020414;
207852,R-00207852,AA.P  3000WFC PA-PH30 MOD,PHILCO,ACOND.PORTATIL,7798105020407
207850,R-00207850,MOV SAM GRAND NEO BCO 269,SAMSUNG,CELULARES LIBRES,2946140139379
207849,R-00207849,MOV SAM GRAND NEO NEG 269,SAMSUNG,CELULARES LIBRES,2946140139386
207847,R-00207847,TCL D40 DUAL AZUL LIB,TCL,CELULARES LIBRES,7796941035135
207847,R-00207847,TCL D40 DUAL AZUL LIB,TCL,CELULARES LIBRES,7796941035135;
207846,R-00207846,TCL D40 DUAL BLANCO LIB,TCL,CELULARES LIBRES,7796941035128
207846,R-00207846,TCL D40 DUAL BLANCO LIB,TCL,CELULARES LIBRES,7796941035128;
207842,R-00207842,ANAFE   AGMB60I,MABE,ANAFE,7797102001679;
207841,R-00207841,ANAFE   AGMB62IV,MABE,ANAFE,7797102001686;
207833,R-00207833,ANAFE    4H EV4OEO,ORBIS,ANAFE,7797039001520
207832,R-00207832,ANAFE    2H EV2OEO 2 H,ORBIS,ANAFE,7797039001537
207829,R-00207829,ANAFE      735ACO,ORBIS,ANAFE,7797039002176
207828,R-00207828,ANAFE    5H 724ACO 4 H,ORBIS,ANAFE,7797039002206
20779,Sin Codigo Unico,CAF-ELEC CG 133 MOD,ROWENTA,CAFETERAS (ELECTRIC),
20778,Sin Codigo Unico,CAF-ELEC CG 100 MOD,ROWENTA,CAFETERAS (ELECTRIC),
20777,Sin Codigo Unico,CAL-WR325-6KB23 16GN MOD,BOSCH,CALEFONES TN,
20776,Sin Codigo Unico,CAL-WR3256KB32 16GE MOD,BOSCH,CALEFONES TN,
20775,Sin Codigo Unico,CAL-W325-2KP23 16GN MOD,BOSCH,CALEFONES TN,
20774,Sin Codigo Unico,CAL-W3252KP32 16GE MOD,BOSCH,CALEFONES TN,
207722,R-00207722,AFE-S9031/12 MOD,PHILIPS,AFEITADORAS,8710103694816;
207721,R-00207721,AFE-HQ6997 MOD,PHILIPS,AFEITADORAS,8710103681847
207720,R-00207720,AFE-HQ6949 MOD,PHILIPS,AFEITADORAS,8710103681878
207719,R-00207719,AFE-HQ6907 MOD,PHILIPS,AFEITADORAS,8710103681823;
207707,R-00207707,MOD PHILCO CSP5500,PHILCO,AUTOSTEREO (C/RADIO),7796962175018
20770,Sin Codigo Unico,C.DIG. PHOTOSMART E317,HP,CAMARAS DIGITALES,
207653,R-00207653,PER SAM GAL CORE 2 NEG,SAMSUNG,CELULARES LIBRES,2946140139492
207648,R-00207648,CAF-ELEC CJ6005AR MOD,MOULINEX,CAFETERAS (ELECTRIC),3016661129278
207621,R-00207621,AA.V  3100WFS UCVE12RBF,SURREY,ACOND.VENTANA,7797087070486;
207620,R-00207620,AA.V  2950WFC UQVE12RBF,SURREY,ACOND.VENTANA,7797087070523
207619,R-00207619,AA.V    4500 FS UCVE18RBF,SURREY,ACOND.VENTANA,7797087070493;
207591,R-00207591,PHIL W3620 COBRE LIBRE,PHILIPS,CELULARES LIBRES,7798173880194;
207588,R-00207588,MOD PHILIPS CEM1100/00,PHILIPS,AUTOSTEREO (C/RADIO),6923410709780
207584,R-00207584,MOD PIONEER DEH-X1650UB,PIONEER,AUTOSTEREO (C/RADIO),884938218566;
207583,R-00207583,MOD PIONEER MVHX165UI,PIONEER,AUTOSTEREO (C/RADIO),884938218962
207551,R-00207551,AA.P   3000WFC 35C R410A,ELECTRA,ACOND.PORTATIL,0040232838873;
207550,R-00207550,AA.S 3500WFC AR12FQF MOD,SAMSUNG,ACOND.SPLIT,8806086396974;
207548,R-00207548,TCL 5120 SMART NEG LIB,TCL,CELULARES LIBRES,7796941035104;
207546,R-00207546,TCL 4110 SMART NEG LIB,TCL,CELULARES LIBRES,7796941035074;
207545,R-00207545,TCL 4110 SMART BCO LIB,TCL,CELULARES LIBRES,7796941035098;
207536,R-00207536,B-AUTOESTER CXS6116 MOD,SONY,AUTOSTEREO (C/RADIO),2946140078456;
207535,R-00207535,B-AUTOESTER CDX-G1050U MO,SONY,AUTOSTEREO (C/RADIO),2946140078449;
20753,Sin Codigo Unico,CABLE SEG.NOTEBOOK TARGUS,MICROGLOBAL,ALARMAS ELECTRONICAS,
207503,R-00207503,SAMS GALAX NOTE 3 NEO NEG,SAMSUNG,CELULARES LIBRES,8806086103718;
207503,R-00207503,SAMS GALAX NOTE 3 NEO NEG,SAMSUNG,CELULARES LIBRES,8806086103718;
207502,R-00207502,SAMS GAL CORE 2 NEG LIB,SAMSUNG,CELULARES LIBRES,8806086353335;
207502,R-00207502,SAMS GAL CORE 2 NEG LIB,SAMSUNG,CELULARES LIBRES,8806086353335;
207501,R-00207501,SAMS GAL CORE 2 BCO LIB,SAMSUNG,CELULARES LIBRES,8806086353342;
207501,R-00207501,SAMS GAL CORE 2 BCO LIB,SAMSUNG,CELULARES LIBRES,8806086353342;
207496,R-00207496,MOD CDIG ILCE-3500J,SONY,CAMARAS DIGITALES,4905524974614;4905
207496,R-00207496,MOD CDIG ILCE-3500J,SONY,CAMARAS DIGITALES,4905524974614;4905
207495,R-00207495,C.DIG SONY DSC-W800/SC E3,SONY,CAMARAS DIGITALES,4905524978742
207495,R-00207495,C.DIG SONY DSC-W800/SC SL,SONY,CAMARAS DIGITALES,4905524978742
207494,R-00207494,MOD CDIG DSC-W800/BC BCK,SONY,CAMARAS DIGITALES,4905524978568
207494,R-00207494,MOD CDIG DSC-W800/BC BCK,SONY,CAMARAS DIGITALES,4905524978568
207493,R-00207493,C.DIG SONY DSC-W830/PC E3,SONY,CAMARAS DIGITALES,4905524972702
207493,R-00207493,CDIG DSC-W830/PC E33 PINK,SONY,CAMARAS DIGITALES,4905524972702
207492,R-00207492,CDIG DSC-W830/SC E33 SIL,SONY,CAMARAS DIGITALES,4905524972412
207492,R-00207492,CDIG DSC-W830/SC E33 SIL,SONY,CAMARAS DIGITALES,4905524972412
207491,R-00207491,CDIG DSC-W830/BC E33 BK,SONY,CAMARAS DIGITALES,4905524972528
207491,R-00207491,CDIG DSC-W830/BC E33 BK,SONY,CAMARAS DIGITALES,4905524972528
207487,R-00207487,AUR MAJOR MIC 1004 BLANCO,MARSHALL,AURICULARES,7340055304801;
207487,R-00207487,AUR MAJOR MIC 1004 BLANCO,MARSHALL,AURICULARES IPOINT,7340055304801
207484,R-00207484,AUR BOOM 10034 ORANGE,COLOUD,AURICULAR,7340055306447
207484,R-00207484,AUR BOOM 10034 ORANGE,COLOUD,AURICULARES,7340055306447
207480,R-00207480,AUR BOOM 10021 BK/RED,COLOUD,AURICULARES IPOINT,2946140077350;
207479,R-00207479,AUR BOOM 10023 BLUE,COLOUD,AURICULARES IPOINT,2946140077343;
207478,R-00207478,AURI KNOCK 10028 NEGRO,COLOUD,AURICULARES,7340055306379;
207477,R-00207477,AURI KNOCK 10017 BLANCO,COLOUD,AURICULARES,2946140077329;
207476,R-00207476,AURI KNOCK 10033 VIOLETA,COLOUD,AURICULARES,7340055306706;
207474,R-00207474,CART LC109 BLACK (I),BROTHER,CARTUCHOS,012502635932
207474,R-00207474,CART LC109 BLACK (I),BROTHER,CARTUCHOS,012502635932
207473,R-00207473,AURI  KNOCK 10016 RED,COLOUD,AURICULARES,2946140077299;
207472,R-00207472,CART LC505 AMARILLO (I),BROTHER,CARTUCHOS,012502637622
207472,R-00207472,CART LC505 AMARILLO (I),BROTHER,CARTUCHOS,012502637622
207471,R-00207471,CART LC505 MAGENTA (I),BROTHER,CARTUCHOS,012502637615
207471,R-00207471,CART LC505 MAGENTA (I),BROTHER,CARTUCHOS,012502637615
207470,R-00207470,CART LC505 CYAN,BROTHER,CARTUCHOS,012502637608
207470,R-00207470,CART LC505 CYAN (I),BROTHER,CARTUCHOS,012502637608
207469,R-00207469,CART LC509 BLACK (I),BROTHER,CARTUCHOS,012502637592
207469,R-00207469,CART LC509 BLACK (I),BROTHER,CARTUCHOS,012502637592
207443,R-00207443,TCL 6110 SMART PLAT LIB,TCL,CELULARES LIBRES,7796941035111
207441,R-00207441,HUAWEI Y600 NEG LIB,HUAWEI,CELULARES LIBRES,7796886057100;
207441,R-00207441,HUAWEI Y600 NEGRO LIB,HUAWEI,CELULARES LIBRES,7796886057100
207439,R-00207439,HUAWEI Y330 NEG LIB,HUAWEI,CELULARES LIBRES,7796886057124;
207439,R-00207439,HUAWEI Y330 NEGRO LIB,HUAWEI,CELULARES LIBRES,7796886057124
207420,R-00207420,AURI SONY MDR-AS200/PQU,SONY,AURICULARES,027242861053;
207420,R-00207420,AURI SONY MDR-AS200/PQU,SONY,AURICULARES,027242861053;
207419,R-00207419,AURI SONY MDR-AS200/DQU,SONY,AURICULARES,027242861077;
207419,R-00207419,AURI SONY MDR-AS200/DQU,SONY,AURICULARES,027242861077;
207418,R-00207418,CAF EXP PV1208 MINIME NEG,MOULINEX,CAFETERAS (EXPRESS),3016661143748
207397,R-00207397,SONY AUR MDR-ZX310,SONY,AURICULARES,7797716090526
207397,R-00207397,SONY AUR MDR-ZX310 PROMO,SONY,AURICULARES,7797716090526
207388,R-00207388,ANT TDA ANT01,TAGWOOD,ANTENA LCD,7798141766925
207388,R-00207388,ANT TDA ANT01,TAGWOOD,ANTENAS,7798141766925
207373,R-00207373,C.DIG S4800,FUJIFILM,CAMARAS DIGITALES,4547410234213;0741
207373,R-00207373,C.DIG S4800,FUJIFILM,CAMARAS DIGITALES,4547410234213;0741
207370,R-00207370,MOD NOBLEX NXR-405,NOBLEX,AUTOSTEREO (C/RADIO),7796962144052;
207367,R-00207367,MOD PIONEER DXT-X1669UB,PIONEER,AUTOSTEREO (C/RADIO),884938220156;
207358,R-00207358,AA.P 3000WFS MPN7-13CRNMO,MIDEA,ACOND.PORTATIL,7797087104006;
207357,R-00207357,AA.V    5700WFC CQWE18REF,CARRIER,ACOND.VENTANA,7798001502625;
207356,R-00207356,AA.V    3400WFC CQWE12RAF,CARRIER,ACOND.VENTANA,7797087070363;
207355,R-00207355,AA.V    2600WFC CQWE09REF,CARRIER,ACOND.VENTANA,7798001502618;
207354,R-00207354,AA.V    4700WF CCWE18RAF,CARRIER,ACOND.VENTANA,7797087070332;
207353,R-00207353,AA.V  3600WFS CCWE12RAF,CARRIER,ACOND.VENTANA,7797087070325;
207352,R-00207352,AA.V  2600WFS CCWE09REF,CARRIER,ACOND.VENTANA,7798001502601
207351,R-00207351,AA.V    4950WFC UQVE18REF,SURREY,ACOND.VENTANA,7798001502656;
207350,R-00207350,AA.V    2300 FC UQVE09REF,SURREY,ACOND.VENTANA,7798001502649;
20735,Sin Codigo Unico,AUTOSTEREO KS-PK150 C/PAR,JVC,AUTOSTEREO (C/RADIO),
207338,R-00207338,AFE-AT759/14 AQUATOUCH MO,PHILIPS,AFEITADORAS,8710103681885
207337,R-00207337,AFE-AT898/14 AQUATOUCH MO,PHILIPS,AFEITADORAS,8710103681892;
20733,Sin Codigo Unico,NOKIA 6103 NEGRO LIBRE,NOKIA,CELULARES LIBRES,
207326,R-00207326,AURI HYPERX CLOUD2 NE (I),KINGSTON,AURICULARES GAMING,740617228014
207326,R-00207326,AURI HYPERX CLOUD2 NE (L),KINGSTON,AURICULARES GAMING,740617228014
20732,R-00020732-C,NOKIA 6103 ROJO LIBRE,NOKIA,CELULARES LIBRES,
207318,R-00207318,SAMS GALAX NOTE 3 NEO BC,SAMSUNG,CELULARES LIBRES,8806086103749
207318,R-00207318,SAMS GALAX NOTE 3 NEO BC,SAMSUNG,CELULARES LIBRES,8806086103749;
207316,R-00207316,SAM GRAND NEO I9060 BCO,SAMSUNG,CELULARES LIBRES,8806086172837
207316,R-00207316,SAM GRAND NEO I9060 BCO,SAMSUNG,CELULARES LIBRES,8806086172837
207315,R-00207315,SAM GRAND NEO I9060 NEG,SAMSUNG,CELULARES LIBRES,8806086172875
207315,R-00207315,SAM GRAND NEO I9060 NEG,SAMSUNG,CELULARES LIBRES,8806086172875;
207143,R-00207143,WEB CAM FACECAM 321,GENIUS,CAM VIDEOCONFERENCIA,4710268240693;
207143,R-00207143,WEBCAM GENIUS FACECAM 321,GENIUS,CAM VIDEOCONFERENCIA,4710268240693;
20675,Sin Codigo Unico,CORTACAB RECARG L-HCR MOD,LUXMAN,AFEITADORAS,
20674,Sin Codigo Unico,CORTACABELLO L-HC10 MOD,LUXMAN,AFEITADORAS,
206527,R-00206527,ASP-BER14 1800W MOD,ELECTROLUX,ASPIRADORAS,7896347140294;
206526,R-00206526,ASP-BER10 1300W MOD,ELECTROLUX,ASPIRADORAS,7896347140201
206514,R-00206514,MOD PHILIPS CEM2101/55,PHILIPS,AUTOSTEREO (C/RADIO),8712581684709;
206513,R-00206513,AUTOESTER CMB1102/55+P MO,PHILIPS,AUTOSTEREO (C/RADIO),8712581696962;
20651,Sin Codigo Unico,CAF-ELEC CRYSTALYS EC3MOD,MOULINEX,CAFETERAS (ELECTRIC),
206496,R-00206496,AIO ONE 529,POSITIVO BGH,ALL IN ONE,7798166641306
206490,R-00206490,ASP-FC8088 1200W MOD,PHILIPS,ASPIRADORAS,8710103655183;
206487,R-00206487,AA.S 6040WFC USH2465N MOD,LG,ACOND.SPLIT,7798083389664;7798
206479,R-00206479,LG OPTIMUS G3 TITAN LIB,LG,CELULARES LIBRES,7790653055085
206479,R-00206479,LG OPTIMUS G3 TITAN LIBRE,LG,CELULARES LIBRES,7790653055085
206467,R-00206467,LG L30 D120 BCO LIBRE,LG,CELULARES LIBRES,7790653054682;
206467,R-00206467,LG L30 D120 BCO LIBRE,LG,CELULARES LIBRES,7790653054682;
206466,R-00206466,LG L30 D120 NEG LIBRE,LG,CELULARES LIBRES,7790653054675
206466,R-00206466,LG L30 D120 NEG LIBRE,LG,CELULARES LIBRES,7790653054675
206391,R-00206391,CAF-EXP CA9196XE,ATMA,CAFETERAS (EXPRESS),7798180581121
206388,R-00206388,C.DIG GALAXY CAM 2 WH VEE,SAMSUNG,CAMARAS DIGITALES,8806085991552;
206388,R-00206388,C.DIG GALAXY CAM 2 WHI,SAMSUNG,CAMARAS DIGITALES,8806085991552;
206387,R-00206387,C.DIG GALAXY CAM 2 BCK,SAMSUNG,CAMARAS DIGITALES,8806085990623;
